383.625,179.04
154.387,687.766
147.918,689.186
330.401,568.875
-295.618,604.667
411.839,416.705
425.676,322.499
376.689,502.663
-405.809,226.284
-330.401,568.875
364.954,150.722
141.435,690.546
312.91,96.3309
-240.812,645.516
-141.435,690.546
319.033,102.505
-411.839,416.705
418.077,291.817
421.45,328.002
-376.689,502.663
354.688,535.923
134.94,691.844
246.446,54.0529
240.812,645.516
-134.94,691.844
413.355,235.394
389.923,473.808
-354.688,535.923
422.994,366.023
-128.434,693.082
-121.916,694.258
-394.894,201.918
128.434,693.082
-389.923,473.808
-312.91,96.3309
121.916,694.258
-319.033,102.505
401.764,445.294
409.05,242.796
418.204,371.487
-275.389,70.2359
-332.378,137.269
357.749,143.991
287.738,608.456
415.537,393.991
115.387,695.373
-246.446,54.0529
-115.387,695.373
165.752,19.5818
-420.312,349.613
-401.764,445.294
-391.195,208.994
-287.738,608.456
-230.233,46.5715
-234.945,51.5303
108.848,696.426
-108.848,696.426
322.983,573.119
-415.537,393.991
-273.589,76.9514
416.297,252.192
-80.5674,491.731
-102.299,697.418
-322.983,573.119
-95.7417,698.349
102.299,697.418
-357.749,143.991
406.391,422.02
161.144,22.7581
95.7417,698.349
376.448,171.581
370.127,507.514
80.5674,491.731
89.1756,699.217
279.808,612.143
-89.1756,699.217
-418.071,312.483
-228.59,54.0619
-165.752,19.5818
-415.734,355.044
-406.391,422.02
411.689,259.645
347.696,540.486
325.386,108.954
82.6016,700.024
395.945,450.476
-216.386,654.109
-279.808,612.143
-82.6016,700.024
-370.127,507.514
62.8383,702.074
391.1,186.834
-62.8383,702.074
-76.0203,700.77
-347.696,540.486
-69.4324,701.453
76.0203,700.77
216.386,654.109
56.2386,702.634
-376.448,171.581
69.4324,701.453
-56.2386,702.634
-395.945,450.476
315.509,577.267
410.383,399.357
-161.144,22.7581
383.734,478.834
-315.509,577.267
331.628,115.574
417.153,333.449
387.673,193.844
420.312,349.613
49.634,703.131
-325.386,108.954
-49.634,703.131
271.832,615.727
-383.734,478.834
-43.025,703.567
-413.976,317.888
398.564,217.564
-36.4122,703.94
-410.383,399.357
43.025,703.567
36.4122,703.94
-271.832,615.727
-350.831,137.55
-29.7962,704.251
-23.1775,704.5
29.7962,704.251
281.007,75.3411
23.1775,704.5
263.81,619.206
-417.153,333.449
-16.5568,704.687
-3.31166,704.873
-9.93469,704.811
16.5568,704.687
9.93469,704.811
3.31166,704.873
346.134,125.036
-263.81,619.206
-410.354,302.58
363.502,512.28
340.645,544.957
-331.628,115.574
-414.251,297.224
-77.5217,684.596
77.5217,684.596
-398.564,217.564
343.828,131.246
307.983,581.317
-340.645,544.957
-363.502,512.28
-348.298,143.844
35.5757,497.016
415.734,355.044
377.481,483.779
-35.5757,497.016
-307.983,581.317
197.863,659.948
418.071,312.483
-414.078,277.183
-408.411,382.227
390.06,455.582
-197.863,659.948
-233.277,440.31
-281.007,75.3411
-377.481,483.779
-413.342,376.889
300.405,585.27
333.536,549.337
-133.494,16.1542
400.874,427.264
-390.06,455.582
356.816,516.959
401.67,233.552
-300.405,585.27
-136.38,20.7909
-333.536,549.337
196.033,29.7507
-356.816,516.959
-400.874,427.264
255.743,622.582
405.16,404.655
-369.17,164.267
-255.743,622.582
413.976,317.888
233.277,440.31
-401.67,233.552
394.894,201.918
-405.16,404.655
-366.153,170.886
154.059,671.526
410.354,302.58
371.164,488.642
-154.059,671.526
-402.962,293.108
326.371,553.624
408.411,382.227
380.34,185.917
414.251,297.224
-132.244,24.3572
247.633,625.852
172.925,666.917
391.195,208.994
404.614,250.12
395.289,432.436
-172.925,666.917
-326.371,553.624
413.342,376.889
-371.164,488.642
-247.633,625.852
350.07,521.551
292.776,589.123
286.835,80.6771
-412.786,338.841
258.631,55.9428
147.742,672.944
-292.776,589.123
-395.289,432.436
-350.07,521.551
-411.086,360.415
-147.742,672.944
414.078,277.183
362.182,157.267
-380.34,185.917
-404.614,250.12
-408.349,344.175
384.108,460.611
239.481,629.016
-406.369,365.725
253.327,51.243
-239.481,629.016
406.949,267.014
-384.108,460.611
-286.835,80.6771
285.097,592.877
-362.182,157.267
332.378,137.269
-38.8225,687.877
-285.097,592.877
38.8225,687.877
-406.949,267.014
231.289,632.074
319.151,557.817
223.058,635.026
-231.289,632.074
251.52,59.4848
-223.058,635.026
399.869,409.884
-319.151,557.817
378.091,465.563
364.784,493.423
-409.811,323.24
412.786,338.841
389.638,437.535
402.962,293.108
411.086,360.415
343.265,526.055
-399.869,409.884
-378.091,465.563
-364.784,493.423
277.371,596.531
-405.577,328.536
-389.638,437.535
408.349,344.175
128.716,676.841
292.574,86.1666
-343.265,526.055
406.369,365.725
355.099,150.407
-277.371,596.531
-128.716,676.841
-403.41,387.501
269.597,600.084
-394.583,224.703
-269.597,600.084
311.877,561.916
384.121,200.791
358.343,498.121
249.872,87.0822
-311.877,561.916
214.789,637.87
-373.299,178.33
-355.099,150.407
-390.474,231.77
-215.942,449.065
-214.789,637.87
-292.574,86.1666
-358.343,498.121
394.51,415.045
103.192,681.2
304.55,565.921
-398.342,392.709
336.401,530.47
-103.192,681.2
350.831,137.55
261.779,603.536
-384.121,200.791
215.942,449.065
-406.389,307.886
372.011,470.436
-370.028,185.021
-304.55,565.921
-261.779,603.536
-394.51,415.045
409.811,323.24
-262.638,66.9838
-336.401,530.47
206.483,640.607
-206.483,640.607
-372.011,470.436
403.41,387.501
-58.1952,686.509
348.298,143.844
58.1952,686.509
-402.354,313.14
-83.9509,683.838
298.528,91.9031
405.577,328.536
83.9509,683.838
