Heliostat ID,Position X [m],Position Y [m]
221,-350.07,521.551
222,-411.086,360.415
223,-147.742,672.944
224,414.078,277.183
225,362.182,157.267
226,-380.34,185.917
227,-404.614,250.12
228,-408.349,344.175
229,384.108,460.611
230,239.481,629.016
231,-406.369,365.725
232,253.327,51.243
233,-239.481,629.016
234,406.949,267.014
235,-384.108,460.611
236,-286.835,80.6771
237,285.097,592.877
238,-362.182,157.267
239,332.378,137.269
240,-38.8225,687.877
241,-285.097,592.877
242,38.8225,687.877
243,-406.949,267.014
244,231.289,632.074
245,319.151,557.817
246,223.058,635.026
247,-231.289,632.074
248,251.52,59.4848
249,-223.058,635.026
250,399.869,409.884
251,-319.151,557.817
252,378.091,465.563
253,364.784,493.423
254,-409.811,323.24
255,412.786,338.841
256,389.638,437.535
257,402.962,293.108
258,411.086,360.415
259,343.265,526.055
260,-399.869,409.884
261,-378.091,465.563
262,-364.784,493.423
263,277.371,596.531
264,-405.577,328.536
265,-389.638,437.535
266,408.349,344.175
267,128.716,676.841
268,292.574,86.1666
269,-343.265,526.055
270,406.369,365.725
271,355.099,150.407
272,-277.371,596.531
273,-128.716,676.841
274,-403.41,387.501
275,269.597,600.084
276,-394.583,224.703
277,-269.597,600.084
278,311.877,561.916
279,384.121,200.791
280,358.343,498.121
281,249.872,87.0822
282,-311.877,561.916
283,214.789,637.87
284,-373.299,178.33
285,-355.099,150.407
286,-390.474,231.77
287,-215.942,449.065
288,-214.789,637.87
289,-292.574,86.1666
290,-358.343,498.121
291,394.51,415.045
292,103.192,681.2
293,304.55,565.921
294,-398.342,392.709
295,336.401,530.47
296,-103.192,681.2
297,350.831,137.55
298,261.779,603.536
299,-384.121,200.791
300,215.942,449.065
301,-406.389,307.886
302,372.011,470.436
303,-370.028,185.021
304,-304.55,565.921
305,-261.779,603.536
306,-394.51,415.045
307,409.811,323.24
308,-262.638,66.9838
309,-336.401,530.47
310,206.483,640.607
311,-206.483,640.607
312,-372.011,470.436
313,403.41,387.501
314,-58.1952,686.509
315,348.298,143.844
316,58.1952,686.509
317,-402.354,313.14
318,-83.9509,683.838
319,298.528,91.9031
320,405.577,328.536
321,83.9509,683.838
322,-383.085,318.648
323,329.481,534.796
324,-260.921,73.3884
325,369.17,164.267
326,383.92,442.56
327,198.143,643.235
328,351.841,502.734
329,-329.481,534.796
330,-198.143,643.235
331,297.172,569.83
332,400.046,257.363
333,-351.841,502.734
334,-383.92,442.56
335,-393.002,247.859
336,-297.172,569.83
337,-397.4,240.745
338,398.342,392.709
339,366.153,170.886
340,-32.3574,688.211
341,-298.528,91.9031
342,32.3574,688.211
343,253.915,606.886
344,189.77,645.755
345,-401.583,370.974
346,-189.77,645.755
347,-253.915,606.886
348,-400.046,257.363
349,341.409,137.414
350,-12.9469,688.85
351,12.9469,688.85
352,-403.843,349.451
353,389.084,420.135
354,387.37,216.002
355,402.076,274.296
356,406.389,307.886
357,-396.73,376.16
358,322.505,539.031
359,304.384,97.7979
360,-399.269,354.668
361,378.138,447.511
362,-389.084,420.135
363,181.364,648.166
364,-181.364,648.166
365,-322.505,539.031
366,365.868,475.229
367,383.085,318.648
368,246.009,610.134
369,-402.076,274.296
370,-387.37,216.002
371,402.354,313.14
372,-378.138,447.511
373,-341.409,137.414
374,-246.009,610.134
375,164.463,652.659
376,-365.868,475.229
377,289.744,573.642
378,-164.463,652.659
379,172.928,650.467
380,-172.928,650.467
381,-289.744,573.642
382,-304.384,97.7979
383,-376.931,192.733
384,345.28,507.263
385,394.583,224.703
386,305.882,189.087
387,-305.882,189.087
388,401.583,370.974
389,310.46,103.956
390,316.43,110.278
391,-345.28,507.263
392,238.062,613.278
393,-393.206,397.851
394,359.663,479.942
395,403.843,349.451
396,-238.062,613.278
397,-373.401,199.487
398,396.73,376.16
399,390.474,231.77
400,359.292,163.762
401,-268.013,71.8573
402,-388.004,402.926
403,-359.663,479.942
404,-401.275,333.778
405,282.267,577.358
406,383.593,425.154
407,399.269,354.668
408,155.97,654.741
409,315.475,543.176
410,-155.97,654.741
411,372.293,452.385
412,-310.46,103.956
413,-282.267,577.358
414,-316.43,110.278
415,230.074,616.319
416,-315.475,543.176
417,-396.904,338.963
418,-383.593,425.154
419,222.048,619.256
420,-230.074,616.319
421,-372.293,452.385
422,-222.048,619.256
423,147.451,656.712
424,-266.175,78.3919
425,-359.292,163.762
426,373.299,178.33
427,338.661,511.706
428,322.623,116.881
429,-147.451,656.712
430,328.701,123.652
431,-338.661,511.706
432,393.206,397.851
433,274.742,580.976
434,138.906,658.572
435,153.243,21.6422
436,-138.906,658.572
437,398.252,318.341
438,380.444,207.673
439,370.028,185.021
440,393.002,247.859
441,353.397,484.574
442,-274.742,580.976
443,-321.641,160.826
444,397.4,240.745
445,275.389,70.2359
446,388.004,402.926
447,308.392,547.229
448,267.171,584.497
449,-322.623,116.881
450,130.339,660.321
451,331.984,516.062
452,-353.397,484.574
453,-267.171,584.497
454,-130.339,660.321
455,-308.392,547.229
456,-328.701,123.652
457,-398.252,318.341
458,401.275,333.778
459,-331.984,516.062
460,-380.444,207.673
461,213.984,622.089
462,121.749,661.959
463,378.037,430.102
464,366.384,457.184
465,149.895,17.7085
466,-121.749,661.959
467,301.256,551.189
468,273.589,76.9514
469,-213.984,622.089
470,396.904,338.963
471,-153.243,21.6422
472,-301.256,551.189
473,194.957,36.1337
474,-334.795,131.263
475,327.221,149.144
476,-366.384,457.184
477,241.525,48.8556
478,113.139,663.485
479,-378.037,430.102
480,259.555,587.919
481,-113.139,663.485
482,-391.81,381.282
483,-395.348,264.523
484,-259.555,587.919
485,-327.221,149.144
486,205.884,624.816
487,104.509,664.898
488,-352.334,156.775
489,-104.509,664.898
490,-272.302,417.304
491,-399.12,298.318
492,-205.884,624.816
493,145.665,20.5721
494,347.072,489.125
495,-386.823,386.34
496,78.5212,668.466
497,-78.5212,668.466
498,325.252,520.332
499,-394.628,359.825
500,-192.184,48.7775
501,-397.073,281.489
502,95.8623,666.2
503,-149.895,17.7085
504,-95.8623,666.2
505,69.83,669.43
506,-390.522,271.597
507,-347.072,489.125
508,-69.83,669.43
509,-325.252,520.332
510,294.07,555.056
511,-349.454,163.092
512,239.802,56.7135
513,-389.92,364.922
514,87.1991,667.389
515,197.749,627.438
516,383.419,222.94
517,-87.1991,667.389
518,-294.07,555.056
519,-197.749,627.438
520,-391.942,288.592
521,376.931,192.733
522,-124.893,482.382
523,-145.665,20.5721
524,-382.737,407.933
525,345.653,150.09
526,372.418,434.977
527,272.302,417.304
528,363.017,177.449
529,391.81,381.282
530,-383.419,222.94
531,251.895,591.241
532,189.581,629.955
533,61.1271,670.28
534,-61.1271,670.28
535,-377.405,412.871
536,-209.085,42.2936
537,-189.581,629.955
538,-251.895,591.241
539,-372.418,434.977
540,52.4138,671.018
541,223.94,49.1165
542,124.893,482.382
543,-277.7,413.731
544,-52.4138,671.018
545,386.823,386.34
546,373.401,199.487
547,-394.083,323.488
548,360.413,461.905
549,43.6917,671.642
550,-43.6917,671.642
551,394.628,359.825
552,34.9622,672.153
553,173.15,634.667
554,-34.9622,672.153
555,279.08,82.1925
556,-363.017,177.449
557,140.644,23.1311
558,-345.653,150.09
559,-360.413,461.905
560,-26.2268,672.551
561,-17.487,672.835
562,-173.15,634.667
563,181.381,632.364
564,26.2268,672.551
565,17.487,672.835
566,399.12,298.318
567,-8.74424,673.005
568,8.74424,673.005
569,0,673.062
570,-181.381,632.364
571,386.239,238.761
572,318.464,524.514
573,389.92,364.922
574,286.834,558.83
575,244.193,594.464
576,340.688,493.592
577,277.7,413.731
578,-207.593,49.096
579,-318.464,524.514
580,-244.193,594.464
581,-389.847,328.58
582,382.737,407.933
583,164.89,636.863
584,-286.834,558.83
585,-392.467,344.091
586,-223.94,49.1165
587,-340.688,493.592
588,-164.89,636.863
589,354.382,466.549
590,-386.239,238.761
591,377.405,412.871
592,-279.08,82.1925
593,-387.964,349.161
594,338.88,143.538
595,366.735,439.779
596,-354.382,466.549
597,-374.677,328.494
598,236.449,597.586
599,334.247,497.977
600,395.348,264.523
601,228.665,600.607
602,388.477,254.894
603,-236.449,597.586
604,279.55,562.509
605,394.083,323.488
606,-366.735,439.779
607,-228.665,600.607
608,397.073,281.489
609,-334.247,497.977
610,311.623,528.607
611,321.641,160.826
612,-333.796,369.961
613,-279.55,562.509
614,-311.623,528.607
615,156.602,638.952
616,272.218,566.094
617,390.522,271.597
618,-338.88,143.538
619,-388.477,254.894
620,-156.602,638.952
621,-272.218,566.094
622,391.942,288.592
623,284.775,87.6695
624,220.843,603.527
625,392.467,344.091
626,304.729,532.611
627,389.847,328.58
628,-220.843,603.527
629,148.288,640.932
630,-148.288,640.932
631,348.291,471.113
632,381.771,391.333
633,-356.286,170.203
634,-304.729,532.611
635,-106.002,486.882
636,106.002,486.882
637,366.637,191.652
638,387.964,349.161
639,-376.644,214.488
640,327.749,502.277
641,247.667,93.1685
642,333.796,369.961
643,-348.291,471.113
644,139.948,642.805
645,264.84,569.582
646,-381.771,391.333
647,-309.236,183.551
648,-247.667,93.1685
649,-139.948,642.805
650,-284.775,87.6695
651,-327.749,502.277
652,-353.164,176.589
653,-385.146,369.957
654,-264.84,569.582
655,374.677,328.494
656,-309.076,390.849
657,-366.637,191.652
658,-372.009,417.739
659,-372.722,221.233
660,131.585,644.569
661,279.692,226.032
662,-380.307,374.929
663,-131.585,644.569
664,352.334,156.775
665,297.784,536.525
666,360.991,444.506
667,-366.551,422.537
668,212.984,606.346
669,-295.229,205.323
670,123.2,646.224
671,-297.784,536.525
672,290.378,93.2978
673,-123.2,646.224
674,-212.984,606.346
675,-360.991,444.506
676,334.795,131.263
677,-279.692,226.032
678,349.454,163.092
679,-387.193,313.644
680,321.196,506.493
681,114.794,647.77
682,-114.794,647.77
683,-376.655,396.26
684,-321.196,506.493
685,89.4657,651.751
686,205.088,609.062
687,372.009,417.739
688,-89.4657,651.751
689,385.146,369.957
690,-379.344,229.806
691,106.369,649.207
692,257.418,572.975
693,-205.088,609.062
694,-106.369,649.207
695,-9.7101,498.193
696,309.076,390.849
697,-290.378,93.2978
698,342.141,475.599
699,355.185,449.159
700,80.9907,652.858
701,-257.418,572.975
702,-371.475,401.12
703,-80.9907,652.858
704,366.551,422.537
705,9.7101,498.193
706,97.9255,650.534
707,380.307,374.929
708,-97.9255,650.534
709,72.5021,653.856
710,-342.141,475.599
711,296.19,99.1782
712,-72.5021,653.856
713,-355.185,449.159
714,-375.145,236.597
715,197.158,611.675
716,290.788,540.348
717,369.749,206.176
718,-197.158,611.675
719,-385.545,333.617
720,-383.395,354.172
721,249.953,576.271
722,-290.788,540.348
723,262.705,245.569
724,262.638,66.9838
725,335.933,480.003
726,-249.953,576.271
727,381.878,245.676
728,376.655,396.26
729,181.199,616.591
730,-262.705,245.569
731,-381.178,338.598
732,-378.761,359.123
733,189.195,614.184
734,-296.19,99.1782
735,-181.199,616.591
736,383.826,261.845
737,-369.749,206.176
738,-335.933,480.003
739,64.0013,654.742
740,387.193,313.644
741,-189.195,614.184
742,-64.0013,654.742
743,301.901,105.214
744,371.475,401.12
745,342.895,156.288
746,-359.764,183.955
747,314.588,510.623
748,386.683,295.6
749,385.57,278.583
750,260.921,73.3884
751,55.4896,655.518
752,-55.4896,655.518
753,-381.878,245.676
754,46.9686,656.184
755,-314.588,510.623
756,-343.295,361.164
757,-46.9686,656.184
758,173.173,618.893
759,-244.551,62.0686
760,349.32,453.735
761,283.744,544.08
762,242.445,579.47
763,-383.826,261.845
764,230.233,46.5715
765,38.4397,656.739
766,-199.184,40.2908
767,-173.173,618.893
768,-38.4397,656.739
769,234.945,51.5303
770,-29.9043,657.183
771,-242.445,579.47
772,-21.3638,657.516
773,234.896,582.571
774,-356.394,190.402
775,307.824,111.52
776,29.9043,657.183
777,-386.683,295.6
778,-283.744,544.08
779,21.3638,657.516
780,295.229,205.323
781,-385.57,278.583
782,376.644,214.488
783,313.638,117.986
784,309.236,183.551
785,-12.8197,657.738
786,-4.27348,657.849
787,-349.32,453.735
788,12.8197,657.738
789,4.27348,657.849
790,-234.896,582.571
791,-342.895,156.288
792,307.928,514.667
793,190.98,31.4098
794,-301.901,105.214
795,325.578,131.656
796,165.118,621.09
797,383.395,354.172
798,385.545,333.617
799,319.668,124.738
800,-165.118,621.09
801,-307.928,514.667
802,329.669,484.327
803,219.427,44.3856
804,-203.326,44.5953
805,372.722,221.233
806,-242.394,70.0182
807,378.761,359.123
808,-355.449,431.918
809,228.59,54.0619
810,356.286,170.203
811,381.178,338.598
812,-329.669,484.327
813,227.308,585.573
814,-307.824,111.52
815,-375.404,379.839
816,-313.638,117.986
817,276.651,547.721
818,-227.308,585.573
819,-325.578,131.656
820,-361.03,427.264
821,-276.651,547.721
822,-197.763,46.7711
823,213.407,46.8065
824,-190.98,31.4098
825,-319.668,124.738
826,-370.437,384.684
827,185.568,34.8641
828,353.164,176.589
829,269.512,551.269
830,343.295,361.164
831,217.861,51.5245
832,301.215,518.624
833,-219.427,44.3856
834,-269.512,551.269
835,363.128,198.221
836,379.344,229.806
837,219.681,588.477
838,157.035,623.183
839,268.013,71.8573
840,253.833,74.7569
841,-301.215,518.624
842,-157.035,623.183
843,-219.681,588.477
844,-366.232,405.912
845,355.449,431.918
846,323.349,488.569
847,-186.493,67.3369
848,343.396,458.235
849,-213.407,46.8065
850,361.03,427.264
851,375.145,236.597
852,148.926,625.17
853,-185.568,34.8641
854,375.404,379.839
855,-336.242,149.615
856,-363.128,198.221
857,-323.349,488.569
858,-148.926,625.17
859,-343.396,458.235
860,-333.494,155.644
861,262.327,554.724
862,266.175,78.3919
863,-217.861,51.5245
864,-253.833,74.7569
865,370.437,384.684
866,-262.327,554.724
867,140.791,627.053
868,294.452,522.494
869,-360.928,410.636
870,-140.791,627.053
871,-294.452,522.494
872,366.232,405.912
873,337.414,462.658
874,132.633,628.829
875,212.017,591.281
876,-132.633,628.829
877,-212.017,591.281
878,-337.414,462.658
879,-374.064,364.013
880,-376.747,343.522
881,124.452,630.499
882,-377.394,252.51
883,349.807,436.499
884,346.462,169.357
885,-124.452,630.499
886,-369.303,368.842
887,204.317,593.986
888,359.764,183.955
889,316.974,492.729
890,365.978,212.799
891,99.7893,634.869
892,360.928,410.636
893,116.25,632.062
894,-349.807,436.499
895,381.3,302.513
896,255.098,558.085
897,-99.7893,634.869
898,-372.252,348.387
899,-116.25,632.062
900,-204.317,593.986
901,-380.492,285.478
902,-379.05,268.712
903,-372.787,259.263
904,-316.974,492.729
905,-255.098,558.085
906,91.5328,636.112
907,-91.5328,636.112
908,108.029,633.519
909,-346.462,169.357
910,-108.029,633.519
911,287.639,526.275
912,356.394,190.402
913,-381.3,302.513
914,-365.978,212.799
915,83.2609,637.248
916,331.374,467.002
917,-83.2609,637.248
918,196.583,596.59
919,-375.292,292.281
920,-374.151,275.492
921,-287.639,526.275
922,310.546,496.805
923,-196.583,596.59
924,249.444,67.6632
925,374.064,364.013
926,-331.374,467.002
927,247.826,561.352
928,-310.546,496.805
929,-365.408,389.464
930,376.747,343.522
931,-103.664,15.8034
932,-99.6539,11.2235
933,369.303,368.842
934,-247.826,561.352
935,181.016,601.496
936,156.649,25.7634
937,188.816,599.094
938,-181.016,601.496
939,-360.318,394.178
940,-188.816,599.094
941,372.252,348.387
942,74.9749,638.276
943,-355.563,415.29
944,368.679,227.907
945,-271.625,83.6209
946,280.778,529.967
947,-74.9749,638.276
948,-344.107,441.007
949,-249.444,67.6632
950,66.6763,639.196
951,173.187,603.797
952,-280.778,529.967
953,-66.6763,639.196
954,240.513,564.524
955,-350.137,419.875
956,-173.187,603.797
957,-338.349,445.441
958,58.3664,640.008
959,304.065,500.798
960,325.279,471.268
961,-58.3664,640.008
962,-240.513,564.524
963,233.158,567.601
964,273.869,533.571
965,-368.679,227.907
966,50.0466,640.712
967,-156.649,25.7634
968,-233.158,567.601
969,-50.0466,640.712
970,365.408,389.464
971,-304.065,500.798
972,-269.498,90.2404
973,-273.869,533.571
974,41.7184,641.309
975,-325.279,471.268
976,-41.7184,641.309
977,-107.316,12.9863
978,33.3832,641.796
979,-33.3832,641.796
980,-340.026,162.435
981,-25.0423,642.176
982,360.318,394.178
983,-16.6972,642.447
984,25.0423,642.176
985,16.6972,642.447
986,276.985,88.9947
987,-98.3735,19.4812
988,344.107,441.007
989,355.563,415.29
990,-8.34932,642.61
991,8.34932,642.61
992,0,642.664
993,370.825,243.312
994,377.394,252.51
995,-113.743,13.7641
996,225.764,570.582
997,380.492,285.478
998,338.349,445.441
999,-337.047,168.53
1000,350.137,419.875
1001,-225.764,570.582
1002,349.928,182.918
1003,379.05,268.712
1004,266.914,537.084
1005,165.328,605.996
1006,364.48,373.609
1007,297.533,504.706
1008,-165.328,605.996
1009,-370.825,243.312
1010,372.787,259.263
1011,-266.914,537.084
1012,336.242,149.615
1013,-110.064,16.7791
1014,375.292,292.281
1015,-375.792,309.328
1016,-276.985,88.9947
1017,-359.501,204.725
1018,-297.533,504.706
1019,333.494,155.644
1020,-106.31,19.5807
1021,374.151,275.492
1022,-364.48,373.609
1023,157.441,608.093
1024,-349.928,182.918
1025,-370.378,333.334
1026,-157.441,608.093
1027,181.839,29.9065
1028,-363.075,357.941
1029,-370.163,316.043
1030,-367.695,353.194
1031,-112.677,20.7534
1032,319.129,475.454
1033,-355.758,211.164
1034,282.546,94.6094
1035,149.527,610.087
1036,-319.129,475.454
1037,-149.527,610.087
1038,218.332,573.467
1039,-218.332,573.467
1040,-168.187,469.046
1041,141.589,611.978
1042,259.914,540.506
1043,-181.839,29.9065
1044,176.659,33.1905
1045,-141.589,611.978
1046,-332.533,449.799
1047,-355.166,398.826
1048,-282.546,94.6094
1049,-259.914,540.506
1050,290.951,508.529
1051,-344.653,424.388
1052,-326.661,454.081
1053,-349.955,403.407
1054,210.864,576.256
1055,133.626,613.766
1056,288.009,100.373
1057,-290.951,508.529
1058,-133.626,613.766
1059,117.635,617.031
1060,363.075,357.941
1061,370.378,333.334
1062,367.695,353.194
1063,-210.864,576.256
1064,168.187,469.046
1065,-339.11,428.83
1066,-117.635,617.031
1067,312.925,479.56
1068,-362.088,219.352
1069,125.641,615.45
1070,-359.595,378.313
1071,192.184,48.7775
1072,109.608,618.507
1073,-312.925,479.56
1074,-125.641,615.45
1075,-176.659,33.1905
1076,252.87,543.837
1077,-109.608,618.507
1078,332.533,449.799
1079,352.909,196.786
1080,322.26,139.581
1081,293.675,106.394
1082,203.359,578.946
1083,375.792,309.328
1084,-252.87,543.837
1085,-354.65,382.952
1086,355.166,398.826
1087,-288.009,100.373
1088,-358.081,225.835
1089,101.564,619.879
1090,326.661,454.081
1091,-203.359,578.946
1092,344.653,424.388
1093,-101.564,619.879
1094,-343.357,175.566
1095,364.517,234.507
1096,306.668,483.585
1097,284.32,512.266
1098,316.521,132.521
1099,349.955,403.407
1100,93.5017,621.146
1101,339.11,428.83
1102,-93.5017,621.146
1103,-352.909,196.786
1104,370.163,316.043
1105,-284.32,512.266
1106,-306.668,483.585
1107,299.237,112.568
1108,-322.26,139.581
1109,188.249,584.034
1110,195.821,581.539
1111,305.004,119.016
1112,-340.141,181.718
1113,245.783,547.076
1114,310.658,125.622
1115,-293.675,106.394
1116,-188.249,584.034
1117,-364.517,234.507
1118,-174.266,466.821
1119,277.641,515.917
1120,-195.821,581.539
1121,359.595,378.313
1122,-245.783,547.076
1123,238.655,550.223
1124,-277.641,515.917
1125,174.266,466.821
1126,-316.521,132.521
1127,366.385,249.948
1128,369.97,298.99
1129,-238.655,550.223
1130,340.026,162.435
1131,354.65,382.952
1132,180.645,586.431
1133,-299.237,112.568
1134,359.501,204.725
1135,-180.645,586.431
1136,85.424,622.308
1137,368.06,265.931
1138,-352.563,352.123
1139,-240.169,111.079
1140,-305.004,119.016
1141,-85.424,622.308
1142,-310.658,125.622
1143,369.131,282.183
1144,300.36,487.528
1145,-369.97,298.99
1146,-93.2207,10.499
1147,-366.385,249.948
1148,337.047,168.53
1149,77.332,623.365
1150,-77.332,623.365
1151,-95.901,14.8697
1152,-300.36,487.528
1153,231.486,553.277
1154,270.915,519.48
1155,355.758,211.164
1156,69.2268,624.317
1157,-368.06,265.931
1158,-231.486,553.277
1159,-69.2268,624.317
1160,-369.131,282.183
1161,-270.915,519.48
1162,61.11,625.164
1163,-61.11,625.164
1164,52.9829,625.905
1165,-52.9829,625.905
1166,-333.51,433.2
1167,-358.394,362.628
1168,-320.734,458.287
1169,346.579,189.187
1170,44.8468,626.541
1171,-344.684,407.919
1172,-44.8468,626.541
1173,173.011,588.728
1174,36.7032,627.071
1175,-327.854,437.496
1176,-36.7032,627.071
1177,-314.753,462.415
1178,186.493,67.3369
1179,-173.011,588.728
1180,-353.653,367.254
1181,-28.5533,627.494
1182,-20.3987,627.812
1183,352.563,352.123
1184,28.5533,627.494
1185,-339.356,412.363
1186,20.3987,627.812
1187,264.143,522.956
1188,-12.2406,628.025
1189,-4.08043,628.131
1190,12.2406,628.025
1191,4.08043,628.131
1192,362.088,219.352
1193,-92.0229,18.2236
1194,-264.143,522.956
1195,-346.579,189.187
1196,165.348,590.926
1197,-259.048,79.749
1198,320.734,458.287
1199,294.001,491.389
1200,-165.348,590.926
1201,333.51,433.2
1202,224.279,556.238
1203,237.823,64.5109
1204,-349.645,387.528
1205,-224.279,556.238
1206,344.684,407.919
1207,314.753,462.415
1208,358.081,225.835
1209,-294.001,491.389
1210,330.638,161.622
1211,327.854,437.496
1212,358.394,362.628
1213,157.657,593.025
1214,364.414,322.655
1215,-344.581,392.037
1216,339.356,412.363
1217,-157.657,593.025
1218,353.653,367.254
1219,217.033,559.105
1220,-364.414,322.655
1221,-237.823,64.5109
1222,-330.638,161.622
1223,149.939,595.023
1224,-217.033,559.105
1225,-257.019,86.062
1226,-149.939,595.023
1227,343.357,175.566
1228,257.326,526.343
1229,287.592,495.168
1230,364.527,305.601
1231,349.645,387.528
1232,-308.719,466.465
1233,-257.326,526.343
1234,-287.592,495.168
1235,142.196,596.921
1236,349.31,203.107
1237,-142.196,596.921
1238,-302.633,470.436
1239,209.751,561.877
1240,344.581,392.037
1241,340.141,181.718
1242,126.64,600.413
1243,-364.527,305.601
1244,-126.64,600.413
1245,-209.751,561.877
1246,173.083,28.4663
1247,-360.236,241.03
1248,281.135,498.862
1249,363.992,288.782
1250,134.429,598.718
1251,-134.429,598.718
1252,118.828,602.008
1253,-281.135,498.862
1254,308.719,466.465
1255,-118.828,602.008
1256,209.085,42.2936
1257,-349.31,203.107
1258,250.467,529.642
1259,333.97,416.737
1260,-355.839,247.476
1261,195.082,567.137
1262,-363.992,288.782
1263,202.434,564.555
1264,302.633,470.436
1265,-250.467,529.642
1266,-316.377,445.866
1267,-361.827,256.503
1268,110.997,603.501
1269,-195.082,567.137
1270,-363.213,272.514
1271,243.564,532.851
1272,-110.997,603.501
1273,-202.434,564.555
1274,168.124,31.5869
1275,-333.97,416.737
1276,-348.852,371.817
1277,-243.564,532.851
